name;maxEnergy;QValue,reactants;products;a0;a1;a2;a3;a4;a5;a6
k37(a,p)ca40;6.134853586914744e+71;-5.18202;he4 k37;p ca40;56.9522;-60.1348;-73.6776;0.493294;-0.902307;0.0641391;-0.666667
ti43(n,a)ca40;4.492117521153194e+51;-11.1716;n ti43;he4 ca40;19.3921;-129.641;0.0;-0.195471;0.0674919;0.00712608;0.0
sc43(p,a)ca40;2.9816523867023305e+124;-3.5224;p sc43;he4 ca40;35.6575;-40.8757;-32.1734;0.0296879;-0.95232;0.129022;-0.666667
k41(p,n)ca41;3.174089802751283e+125;1.204;p k41;n ca41;8.00491;0.0;0.0;6.52588;-1.55272;0.150334;1.0
k41(p,n)ca41;2.1048551733598047e+41;1.204;p k41;n ca41;15.2853;0.0;0.0;-2.82146;1.71734;-0.187775;0.0
ca41(n,a)ar38;1.6290456075055512e+43;5.224;n ca41;he4 ar38;18.7191;0.0;0.0;-1.57116;0.44329;-0.0227666;0.0
sc41(n,p)ca41;3.2644625662825632e+41;-7.27771;n sc41;p ca41;20.4268;-84.4542;0.0;-0.504964;0.256795;-0.0265109;0.0
k38(a,p)ca41;1.282343054358435e+73;-1.47301;he4 k38;p ca41;55.5592;-17.0935;-73.7407;0.600725;-0.957475;0.0689286;-0.666667
ti44(n,a)ca41;1.774640699211654e+39;-3.2357;n ti44;he4 ca41;4.15144;-37.5487;0.0;2.68094;1.34285;-0.18134;0.0
sc44(p,a)ca41;1.8697726877370654e+232;-2.18572;p sc44;he4 ca41;17.3516;-25.3642;-32.179;13.8907;-3.30408;0.332186;-0.666667
k42(p,n)ca42;6.950261801611927e+40;-2.743;p k42;n ca42;111.245;-36.6461;176.559;-292.118;16.0165;-0.893402;146.195
ca42(n,a)ar39;inf;0.34134;n ca42;he4 ar39;-88.517;0.0;0.0;88.8565;-12.9534;0.93832;0.0
sc42(n,p)ca42;1.1813603953801282e+41;-7.20818;n sc42;p ca42;21.0655;-83.6473;0.0;-1.56085;0.451674;-0.0433207;0.0
ca42(p,a)k39;inf;0.123994;p ca42;he4 k39;-78.212;0.0;-31.1381;117.868;-27.0455;2.75661;-0.666667
ti45(n,a)ca42;9.419740628027689e+44;-5.18774;n ti45;he4 ca42;17.2379;-60.2011;0.0;-1.31041;0.516347;-0.0189198;0.0
sc45(p,a)ca42;5.765569242505075e+245;-2.34334;p sc45;he4 ca42;18.625;-27.1933;-32.1843;14.0733;-3.38786;0.349494;-0.666667
k43(p,n)ca43;1.7789085301998098e+40;-1.033;p k43;n ca43;109.67;-16.855;178.812;-295.417;16.2625;-0.908893;147.813
ca43(n,a)ar40;1.2399279819937425e+41;2.27766;n ca43;he4 ar40;0.325905;0.0;0.0;4.3289;1.46375;-0.180625;0.0
sc43(n,p)ca43;3.749858093159105e+41;-3.00306;n sc43;p ca43;19.4535;-34.849;0.0;-0.494422;0.261414;-0.0285528;0.0
k40(a,p)ca43;inf;-0.009379;he4 k40;p ca43;44.7054;-0.108839;-73.858;16.1645;-5.93343;0.650563;-0.666667
ca43(a,n)ti46;1.9731391957580368e+132;0.068382;he4 ca43;n ti46;53.4643;0.0;-76.5897;3.69244;-1.90131;0.171994;-0.666667
sc46(p,a)ca43;2.9349849470837036e+38;-1.514;p sc46;he4 ca43;69.4699;-22.8373;189.856;-278.908;13.9142;-0.770736;153.141
k44(p,n)ca44;1.9539324148458348e+40;-4.876;p k44;n ca44;112.997;-61.5197;182.35;-300.324;16.5628;-0.927966;150.358
ar41(a,n)ca44;inf;-2.755;he4 ar41;n ca44;-363.14;-29.9372;-528.173;932.091;-61.5117;3.74155;-408.491
sc44(n,p)ca44;1.7712018701920738e+42;-4.43473;n sc44;p ca44;22.5127;-51.4628;0.0;-1.95318;0.326277;-0.0205095;0.0
k41(a,p)ca44;4.451926692114955e+34;-1.046;he4 k41;p ca44;58.1667;-12.1383;-73.9;-0.410794;0.365336;-0.607187;-0.666667
k41(a,p)ca44;2.4217059743271214e+93;-1.046;he4 k41;p ca44;51.4508;-12.1383;-73.9;5.43181;-2.12763;0.134461;0.333333
ti47(n,a)ca44;1.1002341213809217e+40;-2.18249;n ti47;he4 ca44;-3.44255;-25.3267;0.0;4.6504;2.25932;-0.286843;0.0
sc47(p,a)ca44;5.7259042886568106e+38;-2.001;p sc47;he4 ca44;75.2496;-29.0126;224.282;-318.978;15.9466;-0.877308;174.938
k45(p,n)ca45;5.856778512727512e+39;-3.422;p k45;n ca45;110.815;-44.6786;183.001;-301.16;16.6421;-0.933366;150.762
ar42(a,n)ca45;inf;-0.744;he4 ar42;n ca45;-371.998;-6.58831;-533.182;942.514;-62.2175;3.78577;-412.991
sc45(n,p)ca45;1.0155752678838238e+73;-0.526504;n sc45;p ca45;-3.98017;-6.10982;0.0;14.7265;-1.41914;0.0785177;0.0
k42(a,p)ca45;inf;-0.927;he4 k42;p ca45;-793.168;2.09143;-1400.12;2286.39;-137.138;7.89768;-1071.24
ca45(a,n)ti48;2.369934255057888e+41;2.02938;he4 ca45;n ti48;57.1268;0.0;-76.6866;-0.885239;-0.554755;0.0189393;-0.666667
sc48(p,a)ca45;7.051943402368431e+39;-1.184;p sc48;he4 ca45;71.9187;-19.6095;239.338;-335.863;14.1283;-0.596544;190.967
k46(p,n)ca46;4.501921209287122e+39;-6.934;p k46;n ca46;114.182;-85.4881;185.556;-304.954;16.9162;-0.955475;152.645
ar43(a,n)ca46;inf;-5.511;he4 ar43;n ca46;-368.523;-61.9508;-533.145;942.459;-62.1006;3.76713;-413.111
sc46(n,p)ca46;1.9956156243172195e+41;-2.158;n sc46;p ca46;76.3672;-25.675;65.2318;-132.177;8.05925;-0.425861;59.0907
k43(a,p)ca46;inf;-1.677;he4 k43;p ca46;-819.133;-6.27365;-1437.68;2355.37;-140.919;8.10266;-1104.1
ti49(n,a)ca46;inf;-0.222679;n ti49;he4 ca46;-105.987;-2.58408;0.0;100.098;-14.6121;1.09235;0.0
sc49(p,a)ca46;1.6755753108514295e+39;-1.447;p sc49;he4 ca46;74.0275;-22.4589;218.203;-316.114;14.9186;-0.720017;174.788
k47(p,n)ca47;5.2859946461285734e+38;-5.861;p k47;n ca47;111.441;-73.0828;187.331;-307.027;16.9954;-0.956993;153.81
ar44(a,n)ca47;inf;-4.431;he4 ar44;n ca47;-373.538;-49.4425;-534.703;945.852;-62.2947;3.77807;-414.604
ca47(p,n)sc47;1.5348323402636503e+43;1.20965;p ca47;n sc47;34.8341;0.0;-31.164;-0.314533;-0.0979736;0.00385901;-0.666667
k44(a,p)ca47;inf;-1.665;he4 k44;p ca47;-804.256;-6.10589;-1435.79;2333.14;-138.772;7.95617;-1097.52
ca47(a,n)ti50;3.003001959924376e+40;3.44015;he4 ca47;n ti50;57.426;0.0;-76.7758;-0.981924;-0.52791;0.0150723;-0.666667
sc50(p,a)ca47;1.0287603168823696e+39;-2.666;p sc50;he4 ca47;49.6503;-36.3052;182.865;-247.316;10.1756;-0.411074;141.853
k48(p,n)ca48;1.913504947051187e+38;-11.308;p k48;n ca48;115.324;-136.342;189.487;-309.913;17.1184;-0.963187;155.356
ar45(a,n)ca48;inf;-8.848;he4 ar45;n ca48;-380.958;-100.627;-545.327;968.664;-64.0187;3.89673;-424.198
sc48(n,p)ca48;1.1129219083196872e+40;-0.504;n sc48;p ca48;196.239;-7.0501;149.725;-359.287;24.8127;-1.57647;151.916
k45(a,p)ca48;inf;-2.742;he4 k45;p ca48;-826.319;-18.2967;-1467.91;2391.89;-142.442;8.19342;-1124.89
ti51(n,a)ca48;1.3736018637490433e+38;-0.135;n ti51;he4 ca48;72.5425;-13.9828;343.859;-441.137;18.781;-0.911515;254.789
sc51(p,a)ca48;4.557038729587071e+40;-5.86;p sc51;he4 ca48;140.323;-73.8694;233.531;-392.514;21.6584;-1.05361;193.23
k49(p,n)ca49;9.517609289538476e+37;-10.187;p k49;n ca49;112.673;-123.372;190.43;-309.696;17.0431;-0.957188;155.657
ar46(a,n)ca49;inf;-5.923;he4 ar46;n ca49;-385.453;-66.6986;-547.571;973.209;-64.2434;3.90783;-426.243
ca49(p,n)sc49;4.8871822890580904e+41;4.48;p ca49;n sc49;117.166;-5.34459;197.997;-323.315;17.9092;-1.00926;162.074
k46(a,p)ca49;inf;-1.006;he4 k46;p ca49;-818.445;1.53187;-1441.13;2355.2;-142.84;8.44153;-1103.03
ca49(a,n)ti52;inf;2.528;he4 ca49;n ti52;-907.359;14.6154;-1587.73;2606.0;-155.845;8.94969;-1222.05
sc52(p,a)ca49;3.939324726877984e+37;-5.698;p sc52;he4 ca49;114.681;-71.8443;215.683;-347.332;18.2843;-0.909461;175.665
k50(p,n)ca50;7.697849320803755e+36;-13.436;p k50;n ca50;117.94;-161.135;194.379;-319.081;17.691;-0.996329;159.361
ar47(a,n)ca50;inf;-8.016;he4 ar47;n ca50;-388.627;-90.9627;-553.669;986.653;-65.2529;3.97502;-431.877
ca50(p,n)sc50;4.812861979332991e+41;4.183;p ca50;n sc50;116.916;-5.38725;199.398;-324.367;17.9133;-1.00773;162.87
ca50(p,a)k47;6.543288712426191e+62;0.989;p ca50;he4 k47;39.1391;-5.35518;201.1;-260.145;7.87655;-0.152999;159.37
ca50(a,n)ti53;inf;1.607;he4 ca50;n ti53;-917.002;14.7544;-1602.76;2632.06;-157.413;9.04042;-1234.22
sc53(p,a)ca50;2.3971294777674073e+37;-5.667;p sc53;he4 ca50;104.489;-71.4576;209.878;-329.827;17.3502;-0.912223;169.401
k51(p,n)ca51;2.8627854066073e+36;-13.9;p k51;n ca51;114.518;-166.568;195.316;-316.994;17.3764;-0.972506;159.309
ar48(a,n)ca51;inf;-7.571;he4 ar48;n ca51;-397.646;-85.7738;-559.718;999.918;-66.2243;4.03997;-437.439
ca51(p,n)sc51;7.629542892870859e+41;6.532;p ca51;n sc51;117.106;-5.43097;200.983;-326.087;17.9788;-1.01095;163.877
ca51(p,a)k48;5.7357375508560445e+38;1.084;p ca51;he4 k48;97.0062;-5.80159;243.953;-370.396;17.67;-0.859615;200.653
ca51(a,n)ti54;inf;4.056;he4 ca51;n ti54;-926.683;14.897;-1618.0;2658.38;-158.996;9.13187;-1246.54
sc54(p,a)ca51;3.318741714546257e+35;-6.77;p sc54;he4 ca51;125.297;-84.3553;219.01;-365.024;20.9429;-1.17926;180.046
k52(p,n)ca52;3.9979087392740845e+36;-16.518;p k52;n ca52;117.516;-196.99;197.373;-319.496;17.4234;-0.970284;160.718
ar49(a,n)ca52;inf;-10.54;he4 ar49;n ca52;-398.598;-120.199;-565.869;1009.37;-66.5668;4.04841;-442.389
ca52(p,n)sc52;8.884873036319265e+41;7.164;p ca52;n sc52;117.976;-5.4845;203.485;-329.448;18.1344;-1.01884;165.659
ca52(p,a)k49;1.0727522250967842e+39;2.675;p ca52;he4 k49;79.7478;-5.49469;202.955;-302.078;14.914;-0.733585;161.878
ca52(a,n)ti55;inf;3.551;he4 ca52;n ti55;-935.609;15.0302;-1632.36;2682.97;-160.445;9.21395;-1258.11
sc55(p,a)ca52;7.937232186833403e+35;-8.869;p sc55;he4 ca52;112.439;-108.716;215.095;-345.142;19.017;-1.0431;174.308
k53(p,n)ca53;2.36864645641082e+36;-15.081;p k53;n ca53;119.335;-180.377;201.077;-326.499;17.7869;-0.98655;163.803
ar50(a,n)ca53;inf;-8.277;he4 ar50;n ca53;-403.197;-93.9768;-565.841;1012.54;-67.0126;4.08486;-443.014
ca53(p,n)sc53;1.3451372861048022e+42;10.629;p ca53;n sc53;118.262;-5.52673;205.013;-331.19;18.2023;-1.02201;166.644
ca53(p,a)k50;2.5077517525124415e+38;2.859;p ca53;he4 k50;83.1361;-5.50161;202.216;-306.925;16.1811;-0.872714;162.063
ca53(a,n)ti56;inf;9.093;he4 ca53;n ti56;-945.157;15.1653;-1646.96;2708.51;-162.016;9.3075;-1269.98
sc56(p,a)ca53;3.51249523655829e+35;-6.416;p sc56;he4 ca53;108.022;-80.2761;215.059;-343.753;18.8901;-1.02614;173.917
k54(p,n)ca54;1.4661902061349065e+36;-18.996;p k54;n ca54;122.711;-225.864;203.079;-329.515;17.9429;-0.993017;165.243
ar51(a,n)ca54;inf;-12.333;he4 ar51;n ca54;-404.486;-141.009;-572.596;1023.57;-67.6302;4.12043;-448.524
ca54(p,n)sc54;1.4666966187411158e+42;11.424;p ca54;n sc54;118.682;-5.57375;206.962;-333.466;18.2683;-1.02297;167.947
ca54(p,a)k51;1.4830632013550995e+38;2.185;p ca54;he4 k51;77.3664;-5.62937;211.79;-313.688;15.2785;-0.723738;169.0
ca54(a,n)ti57;inf;6.151;he4 ca54;n ti57;-954.504;15.3051;-1661.82;2734.06;-163.531;9.39369;-1281.97
sc57(p,a)ca54;7.974771906663839e+35;-6.884;p sc57;he4 ca54;107.876;-85.7635;217.443;-345.749;18.9095;-1.0109;175.296
k55(p,n)ca55;3.0039050981889064e+35;-17.991;p k55;n ca55;123.357;-214.255;206.109;-335.58;18.3697;-1.01989;167.789
ar52(a,n)ca55;inf;-10.315;he4 ar52;n ca55;-411.55;-117.619;-573.658;1029.63;-68.2177;4.16252;-450.26
ca55(p,n)sc55;1.573886388801985e+42;12.135;p ca55;n sc55;119.407;-5.62016;208.941;-336.117;18.3787;-1.02738;169.337
ca55(p,a)k52;1.0002788555095012e+38;2.378;p ca55;he4 k52;77.1416;-5.60302;206.981;-308.539;15.8318;-0.81781;165.025
ca55(a,n)ti58;inf;10.222;he4 ca55;n ti58;-963.406;15.4333;-1675.73;2758.16;-164.98;9.47727;-1293.23
sc58(p,a)ca55;1.3622003915318636e+35;-6.525;p sc58;he4 ca55;111.79;-81.6684;222.07;-356.165;19.6325;-1.06025;179.523
k56(p,n)ca56;1.45426818506734e+35;-20.952;p k56;n ca56;123.527;-248.645;207.219;-335.618;18.3067;-1.01488;168.272
ar53(a,n)ca56;inf;-14.73;he4 ar53;n ca56;-410.878;-168.852;-577.725;1037.78;-68.7582;4.19622;-453.891
ca56(p,n)sc56;1.38399674852621e+42;10.241;p ca56;n sc56;121.491;-5.67535;211.882;-341.216;18.6836;-1.04509;171.67
ca56(p,a)k53;2.8519567118729015e+38;1.576;p ca56;he4 k53;76.9237;-5.83254;227.778;-332.268;15.6071;-0.714846;181.904
ca56(a,n)ti59;inf;8.009;he4 ca56;n ti59;-970.064;15.5409;-1687.61;2777.74;-166.087;9.53807;-1302.65
sc59(p,a)ca56;3.0760566195555595e+35;-6.696;p sc59;he4 ca56;113.251;-83.7123;225.339;-361.117;19.8114;-1.04429;181.909
k57(p,n)ca57;6.313268769190981e+34;-18.623;p k57;n ca57;124.421;-221.678;210.118;-341.967;18.7603;-1.04283;170.828
ar54(a,n)ca57;inf;-12.504;he4 ar54;n ca57;-419.88;-143.009;-582.271;1048.36;-69.5181;4.24419;-458.21
ca57(p,n)sc57;1.892613219490786e+42;14.364;p ca57;n sc57;121.881;-5.71889;213.583;-343.03;18.6671;-1.0372;172.766
ca57(p,a)k54;3.81579304204771e+37;2.252;p ca57;he4 k54;58.6449;-5.60629;200.545;-283.333;13.8424;-0.70711;156.838
ca57(a,n)ti60;inf;13.009;he4 ca57;n ti60;-981.031;15.7028;-1704.4;2807.21;-167.895;9.64364;-1316.33
sc60(p,a)ca57;2.0766520122753307e+35;-5.325;p sc60;he4 ca57;110.209;-67.8522;227.631;-362.086;19.8528;-1.0618;183.411
k58(p,n)ca58;5.730828499379534e+34;-23.135;p k58;n ca58;128.556;-274.074;212.248;-345.247;18.9497;-1.05275;172.39
ca58(p,n)sc58;1.5123584943694947e+42;11.819;p ca58;n sc58;123.032;-5.76618;215.797;-346.626;18.9103;-1.05298;174.443
ca58(p,a)k55;inf;0.353;p ca58;he4 k55;-438.434;7.2785;-819.308;1293.27;-77.0412;4.45426;-606.682
ca58(a,n)ti61;inf;10.359;he4 ca58;n ti61;-988.642;15.8078;-1716.18;2827.54;-169.108;9.71424;-1325.84
sc61(p,a)ca58;4.310797159161233e+35;-5.832;p sc61;he4 ca58;123.179;-73.8667;238.698;-388.265;21.614;-1.12626;193.678
k59(p,n)ca59;2.8806256540398606e+34;-20.634;p k59;n ca59;123.986;-245.084;212.759;-343.571;18.7675;-1.04193;172.225
ca59(p,n)sc59;1.941783922044027e+42;15.794;p ca59;n sc59;124.044;-5.8156;218.145;-349.962;19.021;-1.05233;176.151
ca59(p,a)k56;4.049455181703735e+36;1.538;p ca59;he4 k56;83.9015;-5.97843;235.627;-352.614;18.4948;-1.01377;189.021
ca59(a,n)ti62;inf;14.628;he4 ca59;n ti62;-998.949;15.9516;-1731.42;2854.56;-170.77;9.81153;-1338.31
sc62(p,a)ca59;2.904271184340403e+34;-5.948;p sc62;he4 ca59;113.184;-75.1113;226.56;-365.457;20.5825;-1.11836;182.824
ca60(p,n)sc60;1.7618695084078672e+42;14.514;p ca60;n sc60;125.861;-5.86168;220.395;-354.245;19.3571;-1.07763;177.968
ca60(p,a)k57;1.7345229943945672e+42;1.216;p ca60;he4 k57;4.42696;-5.09714;136.832;-165.047;5.65895;-0.169671;106.625
ca60(a,n)ti63;inf;12.368;he4 ca60;n ti63;-1005.84;16.0648;-1743.62;2874.62;-171.878;9.8695;-1347.98
sc63(p,a)ca60;1.4874061659052849e+34;-6.077;p sc63;he4 ca60;131.517;-76.7567;239.981;-400.083;23.4242;-1.30639;195.889
ca61(p,n)sc61;2.096579502168726e+42;18.019;p ca61;n sc61;126.742;-5.90592;222.329;-357.042;19.4653;-1.07866;179.355
ca61(p,a)k58;inf;0.716;p ca61;he4 k58;-227.447;-0.499232;-243.077;473.543;-33.3872;2.14053;-190.812
ca61(a,n)ti64;inf;16.205;he4 ca61;n ti64;-1016.21;16.2017;-1758.31;2901.26;-173.605;9.97799;-1360.1
sc35(n,p)ca35;1.3553265138180109e+44;20.9323;n sc35;p ca35;19.939;0.0;0.0;0.308891;0.0503038;-0.00448393;0.0
sc35(n,a)k32;7.061205602159108e+57;10.0764;n sc35;he4 k32;11.7358;0.0;0.0;1.52461;-0.117566;0.0215375;0.0
sc35(a,p)ti38;9.265901249952023e+40;11.0849;he4 sc35;p ti38;56.5879;0.0;-78.6193;-0.982362;-0.398633;0.00532429;-0.666667
sc36(n,p)ca36;1.3424213885544344e+44;21.1197;n sc36;p ca36;19.9351;0.0;0.0;0.328677;0.0400666;-0.00350258;0.0
sc36(n,a)k33;2.784950608476118e+57;12.7814;n sc36;he4 k33;13.3191;0.0;0.0;2.08838;-0.233992;0.0244627;0.0
ca33(a,p)sc36;3.770946256722128e+39;-10.0179;he4 ca33;p sc36;55.9129;-116.253;-75.9466;-0.97384;-0.392451;0.00701362;-0.666667
v39(n,a)sc36;1.894415694416736e+42;-10.8364;n v39;he4 sc36;12.8389;-125.751;0.0;0.0786948;0.150463;-0.0043423;0.0
sc36(a,p)ti39;7.440827165329498e+40;7.53394;he4 sc36;p ti39;56.9288;0.0;-78.6932;-1.07636;-0.414773;0.00798428;-0.666667
sc37(n,p)ca37;9.228889674785574e+43;16.759;n sc37;p ca37;20.0061;0.0;0.0;0.191687;0.0745727;-0.00666777;0.0
sc37(n,a)k34;1.5563398135360646e+49;9.9684;n sc37;he4 k34;14.1165;0.0;0.0;1.02388;0.000982349;0.00678714;0.0
ti37(n,p)sc37;2.73653051193108e+40;-20.5023;n ti37;p sc37;19.0056;-237.919;0.0;-0.0751036;0.122755;-0.0109931;0.0
ca34(a,p)sc37;2.142500222659365e+39;-5.44795;he4 ca34;p sc37;54.7731;-63.2207;-76.0259;-0.911844;-0.405886;0.00643383;-0.666667
v40(n,a)sc37;1.2672358481099585e+40;-13.1354;n v40;he4 sc37;14.2124;-152.43;0.0;-0.0590932;0.191809;-0.0119029;0.0
sc37(a,p)ti40;6.845110195333149e+40;6.82722;he4 sc37;p ti40;56.9345;0.0;-78.7634;-1.03282;-0.424405;0.00880205;-0.666667
sc38(n,p)ca38;8.747828945698318e+43;17.9039;n sc38;p ca38;20.2342;0.0;0.0;0.0106931;0.110569;-0.0107232;0.0
sc38(n,a)k35;1.711175212323092e+184;11.8783;n sc38;he4 k35;11.8478;0.0;0.0;4.29506;-1.39225;0.209719;0.0
ti38(n,p)sc38;2.8677591542858316e+40;-14.8203;n ti38;p sc38;18.8261;-171.982;0.0;-0.136901;0.142987;-0.0143227;0.0
ca35(a,p)sc38;7.535832555826173e+39;-4.67495;he4 ca35;p sc38;56.1387;-54.2505;-76.1016;-0.977608;-0.399735;0.00566881;-0.666667
v41(n,a)sc38;7.048979346857159e+43;-10.3784;n v41;he4 sc38;13.3518;-120.441;0.0;0.00133845;0.160704;-0.00319207;0.0
sc38(a,p)ti41;7.32006886456205e+40;5.89894;he4 sc38;p ti41;57.4703;0.0;-78.8304;-1.17649;-0.449846;0.0124757;-0.666667
sc39(n,p)ca39;7.589920175081267e+43;13.8887;n sc39;p ca39;20.1594;0.0;0.0;-0.00924302;0.115322;-0.00923487;0.0
sc39(n,a)k36;1.7891169839379513e+81;8.90455;n sc39;he4 k36;13.3101;0.0;0.0;2.4921;-0.532733;0.0631129;0.0
ti39(n,p)sc39;1.7325899065773157e+41;-16.4504;n ti39;p sc39;19.7761;-190.899;0.0;-0.113431;0.116686;-0.00974852;0.0
ca36(a,p)sc39;1.9191212660545758e+47;-2.86461;he4 ca36;p sc39;55.6362;-33.2438;-76.1732;-0.623677;-0.571836;0.0260149;-0.666667
v42(n,a)sc39;1.4470092797718764e+179;-11.6454;n v42;he4 sc39;13.1045;-135.145;0.0;0.333223;-0.658289;0.178865;0.0
sc39(a,p)ti42;4.734351345922354e+40;6.08948;he4 sc39;p ti42;57.2081;0.0;-78.8941;-0.997143;-0.438738;0.00785094;-0.666667
sc40(n,p)ca40;6.189047819652095e+43;15.1054;n sc40;p ca40;20.4372;0.0;0.0;-0.332049;0.18829;-0.0179201;0.0
sc40(n,a)k37;5.438627945309914e+66;9.92337;n sc40;he4 k37;16.275;0.0;0.0;1.18245;-0.167228;0.032039;0.0
ti40(n,p)sc40;3.3979665710099216e+40;-12.4553;n ti40;p sc40;18.2984;-144.538;0.0;-0.187561;0.138966;-0.0131344;0.0
ca37(a,p)sc40;1.1766851704413535e+40;-2.52347;he4 ca37;p sc40;56.5264;-29.2836;-76.2415;-0.922288;-0.439136;0.00881062;-0.666667
v43(n,a)sc40;2.737718324195672e+74;-8.35599;n v43;he4 sc40;13.1554;-96.9713;0.0;0.0397161;-0.0236614;0.0380802;0.0
sc40(a,p)ti43;2.792652862801656e+40;3.93382;he4 sc40;p ti43;57.4355;0.0;-78.955;-1.01222;-0.448952;0.00782836;-0.666667
sc41(n,p)ca41;2.5545166847807596e+43;7.27771;n sc41;p ca41;20.4268;0.0;0.0;-0.504964;0.256795;-0.0265109;0.0
sc41(n,a)k38;3.1341412188223796e+93;5.8047;n sc41;he4 k38;15.843;0.0;0.0;1.40375;-0.354997;0.0693393;0.0
ti41(n,p)sc41;8.295302293620265e+40;-13.7247;n ti41;p sc41;20.0077;-159.268;0.0;-0.435315;0.195941;-0.0175409;0.0
ca38(a,p)sc41;1.07083886909259e+41;-1.71981;he4 ca38;p sc41;55.2793;-19.9575;-76.3063;-0.741136;-0.511467;0.0171615;-0.666667
v44(n,a)sc41;1.8994540322638834e+52;-10.5527;n v44;he4 sc41;16.7803;-122.459;0.0;-0.272328;0.0776173;0.00870707;0.0
sc41(a,p)ti44;2.720530868686962e+40;4.04201;he4 sc41;p ti44;57.4853;0.0;-79.013;-0.989013;-0.463943;0.00902542;-0.666667
sc42(n,p)ca42;3.089701820103677e+43;7.20818;n sc42;p ca42;21.0655;0.0;0.0;-1.56085;0.451674;-0.0433207;0.0
sc42(n,a)k39;1.1197535532814155e+47;7.33217;n sc42;he4 k39;20.4355;0.0;0.0;-2.41191;0.477161;-0.0129902;0.0
ti42(n,p)sc42;5.761209908654197e+41;-7.78203;n ti42;p sc42;20.6632;-90.3066;0.0;-0.497079;0.222253;-0.0205254;0.0
sc42(p,a)ca39;inf;0.017216;p sc42;he4 ca39;-87.527;0.0;-32.1676;127.281;-29.4503;3.00671;-0.666667
v45(n,a)sc42;4.634370468220763e+106;-5.88801;n v45;he4 sc42;12.7278;-68.3274;0.0;2.45165;-0.370637;0.0836828;0.0
sc42(a,p)ti45;1.4166752353479631e+40;2.02044;he4 sc42;p ti45;57.6956;0.0;-79.0687;-0.981235;-0.48951;0.0114272;-0.666667
sc43(n,p)ca43;3.661735590889008e+42;3.00306;n sc43;p ca43;19.4535;0.0;0.0;-0.494422;0.261414;-0.0285528;0.0
sc43(n,a)k40;9.563179453831693e+41;2.99368;n sc43;he4 k40;10.3424;0.0;0.0;-0.653091;1.79632;-0.19216;0.0
ti43(n,p)sc43;2.3351416094245213e+41;-7.64917;n ti43;p sc43;20.8603;-88.7648;0.0;-0.798735;0.299178;-0.0302647;0.0
sc43(p,a)ca40;2.0130170952087544e+124;3.5224;p sc43;he4 ca40;34.8559;0.0;-32.1734;0.0296879;-0.95232;0.129022;-0.666667
v46(n,a)sc43;1.9717915224860394e+51;-4.76132;n v46;he4 sc43;4.15978;-55.2527;0.0;6.99126;-0.552826;0.0272052;0.0
sc43(a,p)ti46;9.891245290301556e+39;3.07144;he4 sc43;p ti46;57.3723;0.0;-79.122;-0.495539;-0.618414;0.0175873;-0.666667
sc44(n,p)ca44;1.483417231245879e+43;4.43473;n sc44;p ca44;20.9033;0.0;0.0;-1.95318;0.326277;-0.0205095;0.0
k41(a,n)sc44;2.6363774805544276e+41;3.39;he4 k41;n sc44;13.4739;0.0;0.0;-2.89121;2.26347;-0.251579;0.0
k41(a,n)sc44;2.0130336919968988e+40;3.39;he4 k41;n sc44;13.8809;0.0;0.0;-7.79828;4.55188;-0.667478;1.0
ti44(n,p)sc44;1.1724722987443917e+41;-1.04998;n ti44;p sc44;8.67946;-12.1845;0.0;4.3491;0.421585;-0.0855256;0.0
sc44(p,a)ca41;1.3871811981292951e+233;2.18572;p sc44;he4 ca41;19.102;0.0;-32.179;13.8907;-3.30408;0.332186;-0.666667
v47(n,a)sc44;4.586683581988496e+39;-1.46044;n v47;he4 sc44;-35.9521;-16.9477;0.0;31.743;-1.66241;-0.0278854;0.0
sc44(a,p)ti47;3.265335605876819e+39;2.25225;he4 sc44;p ti47;59.5285;0.0;-79.1731;-3.93328;0.112908;-0.0385366;-0.666667
sc45(n,p)ca45;1.0795598570819986e+73;0.526504;n sc45;p ca45;-3.98017;0.0;0.0;14.7265;-1.41914;0.0785177;0.0
k42(a,n)sc45;inf;-0.401;he4 k42;n sc45;-810.21;8.5017;-1429.89;2339.64;-140.001;8.04164;-1096.96
ti45(n,p)sc45;3.4500824783348452e+41;-2.8444;n ti45;p sc45;20.2443;-33.0078;0.0;-1.6182;0.577281;-0.0582774;0.0
sc45(p,a)ca42;3.4117893507421473e+245;2.34334;p sc45;he4 ca42;17.8284;0.0;-32.1843;14.0733;-3.38786;0.349494;-0.666667
v48(n,a)sc45;5.760103243263543e+39;-2.23881;n v48;he4 sc45;-7.04722;-25.9803;0.0;8.18067;1.50465;-0.224564;0.0
sc45(a,p)ti48;6.873829596085476e+134;2.55588;he4 sc45;p ti48;57.207;0.0;-79.222;0.0710184;-1.47173;0.15944;-0.666667
sc46(n,p)ca46;1.3586212203381124e+41;2.158;n sc46;p ca46;74.17;-0.632473;65.2318;-132.177;8.05925;-0.425861;59.0907
sc46(n,a)k43;2.480085274486671e+39;0.481;n sc46;he4 k43;166.614;-3.81386;288.57;-490.272;26.4459;-1.47391;249.343
sc46(p,n)ti46;9.403588900617e+40;1.584;p sc46;n ti46;120.144;-5.3851;200.092;-329.451;18.1752;-1.01788;164.827
sc46(p,a)ca43;3.922032529589937e+39;1.514;p sc46;he4 ca43;70.6373;-5.26809;189.856;-278.908;13.9142;-0.770736;153.141
