name;maxEnergy;QValue,reactants;products;a0;a1;a2;a3;a4;a5;a6
ar30(,e+)cl30;5.188653166307863e+30;15.04;ar30;cl30;2.84489;0.0;0.0;0.0;0.0;0.0;0.0
ar31(,e+)cl31;5.062613102568657e+30;18.36;ar31;cl31;2.65323;0.0;0.0;0.0;0.0;0.0;0.0
ar32(,e+)cl32;9.262222410654007e+29;11.135;ar32;cl32;1.48607;0.0;0.0;0.0;0.0;0.0;0.0
ar33(,e+)cl33;5.209283192245029e+29;11.619;ar33;cl33;0.89856;0.0;0.0;0.0;0.0;0.0;0.0
ar34(,e+)cl34;8.814151525176903e+28;6.063;ar34;cl34;-0.198094;0.0;0.0;0.0;0.0;0.0;0.0
ar35(,e+)cl35;4.000173328385862e+28;5.966;ar35;cl35;-0.943126;0.0;0.0;0.0;0.0;0.0;0.0
ar37(,e+)cl37;3.0334757123960566e+21;0.814;ar37;cl37;-15.2906;0.0;0.0;0.0;0.0;0.0;0.0
ar39(e-,)k39;7.131646356084049e+17;0.5652;ar39;k39;-23.2287;0.0;0.0;0.0;0.0;0.0;0.0
ar41(e-,)k41;3.859928416321297e+24;2.4925;ar41;k41;-9.1583;0.0;0.0;0.0;0.0;0.0;0.0
ar42(e-,)k42;5.738878649263461e+18;0.6;ar42;k42;-21.129;0.0;0.0;0.0;0.0;0.0;0.0
ar43(e-,)k43;1.3776442768742572e+26;4.566;ar43;k43;-6.14106;0.0;0.0;0.0;0.0;0.0;0.0
ar44(e-,)k44;4.144493049098164e+25;3.108;ar44;k44;-6.93459;0.0;0.0;0.0;0.0;0.0;0.0
ar45(e-,)k45;2.9553273937506646e+27;6.845;ar45;k45;-3.43457;0.0;0.0;0.0;0.0;0.0;0.0
ar46(e-,)k46;6.14458891093278e+27;5.684;ar46;k46;-2.49475;0.0;0.0;0.0;0.0;0.0;0.0
ar47(e-,)k47;7.57013498812263e+28;10.499;ar47;k47;-0.575529;0.0;0.0;0.0;0.0;0.0;0.0
ar48(e-,)k48;1.7657773251649003e+29;9.64;ar48;k48;0.377928;0.0;0.0;0.0;0.0;0.0;0.0
ar49(e-,)k49;2.2501901881406862e+29;12.825;ar49;k49;0.355622;0.0;0.0;0.0;0.0;0.0;0.0
ar50(e-,)k50;8.291506913816131e+29;12.984;ar50;k50;1.66781;0.0;0.0;0.0;0.0;0.0;0.0
ar51(e-,)k51;6.424052388212793e+35;15.696;ar51;k51;15.0584;0.0;0.0;0.0;0.0;0.0;0.0
ar52(e-,)k52;1.9489569146362997e+35;15.053;ar52;k52;13.927;0.0;0.0;0.0;0.0;0.0;0.0
ar53(e-,)k53;3.764924628635948e+30;17.4282;ar53;k53;2.94521;0.0;0.0;0.0;0.0;0.0;0.0
ar54(,e-)k54;0.0;0.0;ar54;k54;1.61173;0.0;0.0;0.0;0.0;0.0;0.0
k31(,e+)ar31;6.684007500574724e+31;21.37;k31;ar31;5.08263;0.0;0.0;0.0;0.0;0.0;0.0
k32(,e+)ar32;8.98219922726664e+31;22.74;k32;ar32;5.34732;0.0;0.0;0.0;0.0;0.0;0.0
k33(,e+)ar33;4.619632955998144e+30;15.16;k33;ar33;2.81555;0.0;0.0;0.0;0.0;0.0;0.0
k34(,e+)ar34;4.655648983106464e+30;16.04;k34;ar34;2.79646;0.0;0.0;0.0;0.0;0.0;0.0
k35(,e+)ar35;7.929760649130542e+29;11.875;k35;ar35;1.35575;0.0;0.0;0.0;0.0;0.0;0.0
k36(,e+)ar36;4.344365482463673e+29;12.814;k36;ar36;0.705898;0.0;0.0;0.0;0.0;0.0;0.0
k37(,e+)ar37;5.642159996012739e+28;6.147;k37;ar37;-0.573527;0.0;0.0;0.0;0.0;0.0;0.0
k38(,e+)ar38;1.4195903288177893e+26;5.914;k38;ar38;-6.49338;0.0;0.0;0.0;0.0;0.0;0.0
k40(e-,)ca40;310274026690.91693;1.311;k40;ca40;-38.6925;0.0;0.0;0.0;0.0;0.0;0.0
k40(,e+)ar40;42768083428.43634;1.5049;k40;ar40;-40.8121;0.0;0.0;0.0;0.0;0.0;0.0
k42(e-,)ca42;7.897606686150846e+23;3.525;k42;ca42;-11.0675;0.0;0.0;0.0;0.0;0.0;0.0
k43(e-,)ca43;2.2180330223607716e+23;1.833;k43;ca43;-11.66;0.0;0.0;0.0;0.0;0.0;0.0
k44(e-,)ca44;4.060068369128862e+25;5.687;k44;ca44;-7.55945;0.0;0.0;0.0;0.0;0.0;0.0
k45(e-,)ca45;3.6416416149547177e+25;4.197;k45;ca45;-7.34193;0.0;0.0;0.0;0.0;0.0;0.0
k46(e-,)ca46;6.682584260963261e+26;7.726;k46;ca46;-5.02047;0.0;0.0;0.0;0.0;0.0;0.0
k47(e-,)ca47;3.3710743240350325e+27;6.637;k47;ca47;-3.22871;0.0;0.0;0.0;0.0;0.0;0.0
k48(e-,)ca48;1.5104019292030803e+28;11.938;k48;ca48;-2.2949;0.0;0.0;0.0;0.0;0.0;0.0
k49(e-,)ca49;1.1069336120628467e+28;11.687;k49;ca49;-2.56374;0.0;0.0;0.0;0.0;0.0;0.0
k50(e-,)ca50;1.7405046080673464e+29;13.852;k50;ca50;0.0417731;0.0;0.0;0.0;0.0;0.0;0.0
k51(e-,)ca51;1.701391881164424e+29;14.309;k51;ca51;0.00646673;0.0;0.0;0.0;0.0;0.0;0.0
k52(e-,)ca52;3.0293532432759154e+29;16.487;k52;ca52;0.461224;0.0;0.0;0.0;0.0;0.0;0.0
k53(e-,)ca53;6.453975248770805e+29;16.385;k53;ca53;1.24293;0.0;0.0;0.0;0.0;0.0;0.0
k54(e-,)ca54;1.4445900000705704e+31;18.686;k54;ca54;4.23866;0.0;0.0;0.0;0.0;0.0;0.0
k55(e-,)ca55;2.865770975408461e+30;16.3887;k55;ca55;2.77073;0.0;0.0;0.0;0.0;0.0;0.0
k56(e-,)ca56;5.736831048999942e+30;20.3523;k56;ca56;3.26636;0.0;0.0;0.0;0.0;0.0;0.0
k57(e-,)ca57;4.3758256090971e+30;18.6062;k57;ca57;3.10306;0.0;0.0;0.0;0.0;0.0;0.0
k58(e-,)ca58;8.058230540864857e+30;22.4865;k58;ca58;3.54177;0.0;0.0;0.0;0.0;0.0;0.0
k59(,e-)ca59;0.0;0.0;k59;ca59;1.24293;0.0;0.0;0.0;0.0;0.0;0.0
ca33(,e+)k33;1.4219325856546014e+32;21.38;ca33;k33;5.89939;0.0;0.0;0.0;0.0;0.0;0.0
ca34(,e+)k34;5.972630700271845e+30;14.65;ca34;k34;3.13672;0.0;0.0;0.0;0.0;0.0;0.0
ca35(,e+)k35;513868669747825.44;15.96;ca35;k35;-33.912;0.0;0.0;0.0;0.0;0.0;0.0
ca36(,e+)k36;5.6980034270452185e+29;10.966;ca36;k36;1.1332;0.0;0.0;0.0;0.0;0.0;0.0
ca37(,e+)k37;1.3019654496616075e+29;11.665;ca37;k37;-0.377624;0.0;0.0;0.0;0.0;0.0;0.0
ca38(,e+)k38;1.684223508983607e+29;6.742;ca38;k38;0.454468;0.0;0.0;0.0;0.0;0.0;0.0
ca39(,e+)k39;8.127059234209528e+28;6.5252;ca39;k39;-0.21569;0.0;0.0;0.0;0.0;0.0;0.0
ca41(,e+)k41;1337118171809844.5;0.4225;ca41;k41;-29.1669;0.0;0.0;0.0;0.0;0.0;0.0
ca45(e-,)sc45;1.711079688810344e+20;0.258;ca45;sc45;-16.8211;0.0;0.0;0.0;0.0;0.0;0.0
ca47(e-,)sc47;4.515408029072363e+22;1.991;ca47;sc47;-13.2455;0.0;0.0;0.0;0.0;0.0;0.0
ca48(,e-)sc48;0.0;0.0;ca48;sc48;-62.3902;0.0;0.0;0.0;0.0;0.0;0.0
ca49(e-,)sc49;8.578759416282863e+25;5.262;ca49;sc49;-6.62609;0.0;0.0;0.0;0.0;0.0;0.0
ca50(e-,)sc50;2.980356111019446e+27;4.958;ca50;sc50;-2.9984;0.0;0.0;0.0;0.0;0.0;0.0
ca51(e-,)sc51;6.023670686242358e+27;7.354;ca51;sc51;-2.6691;0.0;0.0;0.0;0.0;0.0;0.0
ca52(e-,)sc52;1.3429291352873984e+28;7.847;ca52;sc52;-1.91277;0.0;0.0;0.0;0.0;0.0;0.0
ca53(e-,)sc53;6.177788636281756e+29;10.079;ca53;sc53;1.68476;0.0;0.0;0.0;0.0;0.0;0.0
ca54(e-,)sc54;9.566635545244409e+29;10.638;ca54;sc54;2.08689;0.0;0.0;0.0;0.0;0.0;0.0
ca55(e-,)sc55;4.351062899250725e+30;12.608;ca55;sc55;3.4502;0.0;0.0;0.0;0.0;0.0;0.0
ca56(e-,)sc56;5.938915387092079e+30;11.5096;ca56;sc56;3.87058;0.0;0.0;0.0;0.0;0.0;0.0
ca57(e-,)sc57;1.2304027690295436e+31;15.4512;ca57;sc57;4.32231;0.0;0.0;0.0;0.0;0.0;0.0
ca58(e-,)sc58;8.763161375027774e+30;13.7263;ca58;sc58;4.1188;0.0;0.0;0.0;0.0;0.0;0.0
ca59(e-,)sc59;1.9123358824029418e+31;17.546;ca59;sc59;4.67087;0.0;0.0;0.0;0.0;0.0;0.0
ca60(,e-)sc60;0.0;0.0;ca60;sc60;5.02482;0.0;0.0;0.0;0.0;0.0;0.0
ca61(,e-)sc61;0.0;0.0;ca61;sc61;3.42346;0.0;0.0;0.0;0.0;0.0;0.0
sc35(,e+)ca35;1.6007751169006699e+31;20.15;sc35;ca35;3.83319;0.0;0.0;0.0;0.0;0.0;0.0
sc36(,e+)ca36;2.7893804854023515e+31;21.18;sc36;ca36;4.36649;0.0;0.0;0.0;0.0;0.0;0.0
sc37(,e+)ca37;3.231045372200436e+30;16.04;sc37;ca37;2.51589;0.0;0.0;0.0;0.0;0.0;0.0
sc38(,e+)ca38;9.667797444949482e+30;17.6;sc38;ca38;3.54551;0.0;0.0;0.0;0.0;0.0;0.0
sc39(,e+)ca39;3.505569918558927e+30;13.096;sc39;ca39;2.85236;0.0;0.0;0.0;0.0;0.0;0.0
sc40(,e+)ca40;8.179335846373488e+29;14.323;sc40;ca40;1.33263;0.0;0.0;0.0;0.0;0.0;0.0
sc41(,e+)ca41;1.1103281905666604e+29;6.495;sc41;ca41;0.151002;0.0;0.0;0.0;0.0;0.0;0.0
sc42(,e+)ca42;9.385932317115564e+28;6.426;sc42;ca42;0.0176801;0.0;0.0;0.0;0.0;0.0;0.0
sc43(,e+)ca43;1.5407190675207377e+24;2.22;sc43;ca43;-9.91333;0.0;0.0;0.0;0.0;0.0;0.0
sc44(,e+)ca44;2.4250367655022e+24;3.652;sc44;ca44;-9.93453;0.0;0.0;0.0;0.0;0.0;0.0
sc46(,e+)ca46;1.7263994454585925e+21;1.376;sc46;ca46;-16.1616;0.0;0.0;0.0;0.0;0.0;0.0
sc46(e-,)ti46;2.971012999161299e+21;2.368;sc46;ti46;-16.1616;0.0;0.0;0.0;0.0;0.0;0.0
sc47(e-,)ti47;1.8457366294400516e+22;0.6;sc47;ti47;-12.9407;0.0;0.0;0.0;0.0;0.0;0.0
sc48(e-,)ti48;2.2117604325405795e+23;3.989;sc48;ti48;-12.3305;0.0;0.0;0.0;0.0;0.0;0.0
sc49(e-,)ti49;4.977288726950044e+24;2.002;sc49;ti49;-8.50683;0.0;0.0;0.0;0.0;0.0;0.0
sc50(e-,)ti50;5.639760855150148e+26;6.884;sc50;ti50;-4.99149;0.0;0.0;0.0;0.0;0.0;0.0
sc51(e-,)ti51;4.296950381605647e+27;6.504;sc51;ti51;-2.88421;0.0;0.0;0.0;0.0;0.0;0.0
sc52(e-,)ti52;8.927607645893941e+27;9.112;sc52;ti52;-2.47065;0.0;0.0;0.0;0.0;0.0;0.0
sc53(e-,)ti53;3.051032755842845e+28;9.29;sc53;ti53;-1.24198;0.0;0.0;0.0;0.0;0.0;0.0
sc54(e-,)ti54;1.7529538747707123e+29;11.92;sc54;ti54;0.275941;0.0;0.0;0.0;0.0;0.0;0.0
sc55(e-,)ti55;7.937992977181161e+29;12.09;sc55;ti55;1.79057;0.0;0.0;0.0;0.0;0.0;0.0
sc56(e-,)ti56;4.1464595158724466e+30;14.456;sc56;ti56;3.28315;0.0;0.0;0.0;0.0;0.0;0.0
sc57(e-,)ti57;4.4792814459562736e+30;13.451;sc57;ti57;3.4502;0.0;0.0;0.0;0.0;0.0;0.0
sc58(e-,)ti58;9.773298900642606e+30;16.291;sc58;ti58;4.05634;0.0;0.0;0.0;0.0;0.0;0.0
sc59(e-,)ti59;2.9643246290723165e+30;14.666;sc59;ti59;2.9856;0.0;0.0;0.0;0.0;0.0;0.0
sc60(e-,)ti60;3.897072428191052e+30;18.3818;sc60;ti60;3.05027;0.0;0.0;0.0;0.0;0.0;0.0
sc61(e-,)ti61;2.5631742838770934e+30;16.5746;sc61;ti61;2.7514;0.0;0.0;0.0;0.0;0.0;0.0
sc62(e-,)ti62;5.571774669212224e+30;20.2918;sc62;ti62;3.3419;0.0;0.0;0.0;0.0;0.0;0.0
sc63(e-,)ti63;1.274700593791499e+31;18.4805;sc63;ti63;4.27908;0.0;0.0;0.0;0.0;0.0;0.0
ti37(,e+)sc37;3.1311740252418496e+31;19.72;ti37;sc37;4.58115;0.0;0.0;0.0;0.0;0.0;0.0
ti38(,e+)sc38;5.665740245497289e+30;10.3189;ti38;sc38;3.54551;0.0;0.0;0.0;0.0;0.0;0.0
ti39(,e+)sc39;5.635656601189139e+30;16.324;ti39;sc39;3.10725;0.0;0.0;0.0;0.0;0.0;0.0
ti41(,e+)sc41;1.716797933969174e+30;13.552;ti41;sc41;2.15423;0.0;0.0;0.0;0.0;0.0;0.0
ti42(,e+)sc42;3.506754086783205e+29;7.017;ti42;sc42;1.24794;0.0;0.0;0.0;0.0;0.0;0.0
ti43(,e+)sc43;1.3106145921407086e+29;6.867;ti43;sc43;0.308794;0.0;0.0;0.0;0.0;0.0;0.0
ti44(,e+)sc44;1.3464041560175058e+18;0.268;ti44;sc44;-21.7264;0.0;0.0;0.0;0.0;0.0;0.0
ti45(,e+)sc45;1.7247864510359176e+24;2.062;ti45;sc45;-9.68121;0.0;0.0;0.0;0.0;0.0;0.0
ti51(e-,)v51;5.853750124341216e+25;2.472;ti51;v51;-6.21295;0.0;0.0;0.0;0.0;0.0;0.0
ti52(e-,)v52;1.5559009301662783e+26;1.975;ti52;v52;-4.99149;0.0;0.0;0.0;0.0;0.0;0.0
ti53(e-,)v53;1.2102307801903432e+27;5.02;ti53;v53;-3.85389;0.0;0.0;0.0;0.0;0.0;0.0
ti54(e-,)v54;2.2169346827411145e+28;4.298;ti54;v54;-0.771978;0.0;0.0;0.0;0.0;0.0;0.0
ti55(e-,)v55;4.371624621176345e+28;7.482;ti55;v55;-0.628877;0.0;0.0;0.0;0.0;0.0;0.0
ti56(e-,)v56;2.6645894594087044e+29;7.144;ti56;v56;1.24293;0.0;0.0;0.0;0.0;0.0;0.0
ti57(e-,)v57;7.959768933585744e+29;10.645;ti57;v57;1.95627;0.0;0.0;0.0;0.0;0.0;0.0
ti58(e-,)v58;1.2068725822050919e+30;9.553;ti58;v58;2.49819;0.0;0.0;0.0;0.0;0.0;0.0
ti59(e-,)v59;3.110087250860224e+30;12.083;ti59;v59;3.22706;0.0;0.0;0.0;0.0;0.0;0.0
ti60(e-,)v60;3.427697601288954e+30;11.032;ti60;v60;3.43218;0.0;0.0;0.0;0.0;0.0;0.0
ti61(e-,)v61;6.37995631456228e+30;13.981;ti61;v61;3.83319;0.0;0.0;0.0;0.0;0.0;0.0
ti62(e-,)v62;1.2233579207607994e+31;11.9986;ti62;v62;4.65346;0.0;0.0;0.0;0.0;0.0;0.0
ti63(e-,)v63;2.4890747143632027e+31;15.674;ti63;v63;5.11267;0.0;0.0;0.0;0.0;0.0;0.0
ti64(e-,)v64;2.493736275604536e+31;13.8571;ti64;v64;5.25357;0.0;0.0;0.0;0.0;0.0;0.0
ti65(e-,)v65;4.7743498859872815e+31;17.476;ti65;v65;5.68663;0.0;0.0;0.0;0.0;0.0;0.0
v39(,e+)ti39;1.874811592376877e+31;19.28;v39;ti39;4.14335;0.0;0.0;0.0;0.0;0.0;0.0
v40(,e+)ti40;2.7936249614680753e+31;20.62;v40;ti40;4.50002;0.0;0.0;0.0;0.0;0.0;0.0
v41(,e+)ti41;6.922227597380035e+30;16.59;v41;ti41;3.34666;0.0;0.0;0.0;0.0;0.0;0.0
v42(,e+)ti42;1.1201019826541058e+31;16.902;v42;ti42;3.83319;0.0;0.0;0.0;0.0;0.0;0.0
v43(,e+)ti43;1.3835355281635712e+30;11.297;v43;ti43;2.168;0.0;0.0;0.0;0.0;0.0;0.0
v44(,e+)ti44;1.148663452093604e+30;13.432;v44;ti44;1.83171;0.0;0.0;0.0;0.0;0.0;0.0
v45(,e+)ti45;1.2098619646111223e+29;7.129;v45;ti45;0.236794;0.0;0.0;0.0;0.0;0.0;0.0
v46(,e+)ti46;1.5143557679304972e+29;7.053;v46;ti46;0.49387;0.0;0.0;0.0;0.0;0.0;0.0
v47(,e+)ti47;1.3294019690127136e+25;2.931;v47;ti47;-7.94721;0.0;0.0;0.0;0.0;0.0;0.0
v48(,e+)ti48;2.5326598076121657e+22;4.015;v48;ti48;-14.5041;0.0;0.0;0.0;0.0;0.0;0.0
v49(,e+)ti49;1.801359875335586e+20;0.602;v49;ti49;-17.5319;0.0;0.0;0.0;0.0;0.0;0.0
v50(,e+)ti50;2583.3075161119787;2.206;v50;ti50;-57.5938;0.0;0.0;0.0;0.0;0.0;0.0
v50(e-,)cr50;92.81208413459893;1.037;v50;cr50;-60.1652;0.0;0.0;0.0;0.0;0.0;0.0
v52(e-,)cr52;1.4196803217168915e+26;3.975;v52;cr52;-5.78261;0.0;0.0;0.0;0.0;0.0;0.0
v53(e-,)cr53;2.925498834979474e+26;3.436;v53;cr53;-4.8948;0.0;0.0;0.0;0.0;0.0;0.0
v54(e-,)cr54;1.0940010234708495e+27;7.041;v54;cr54;-4.27453;0.0;0.0;0.0;0.0;0.0;0.0
v55(e-,)cr55;6.918425748071575e+27;5.956;v55;cr55;-2.24445;0.0;0.0;0.0;0.0;0.0;0.0
v56(e-,)cr56;3.177990355314145e+29;9.201;v56;cr56;1.16596;0.0;0.0;0.0;0.0;0.0;0.0
v57(e-,)cr57;1.9092934739218007e+29;8.336;v57;cr57;0.772921;0.0;0.0;0.0;0.0;0.0;0.0
v58(e-,)cr58;4.384003668102503e+29;11.626;v58;cr58;1.28897;0.0;0.0;0.0;0.0;0.0;0.0
v59(e-,)cr59;7.663878726482798e+29;10.825;v59;cr59;1.93607;0.0;0.0;0.0;0.0;0.0;0.0
v60(e-,)cr60;1.4256002200281842e+30;13.926;v60;cr60;2.32173;0.0;0.0;0.0;0.0;0.0;0.0
v61(e-,)cr61;1.5480257066943093e+30;12.652;v61;cr61;2.51665;0.0;0.0;0.0;0.0;0.0;0.0
v62(e-,)cr62;3.170150742499219e+30;15.767;v62;cr62;3.0297;0.0;0.0;0.0;0.0;0.0;0.0
v63(e-,)cr63;3.2545954603442195e+30;14.504;v63;cr63;3.15555;0.0;0.0;0.0;0.0;0.0;0.0
v64(e-,)cr64;6.054956968243405e+30;17.634;v64;cr64;3.5968;0.0;0.0;0.0;0.0;0.0;0.0
v65(e-,)cr65;2.9482724706415676e+35;16.525;v65;cr65;14.4706;0.0;0.0;0.0;0.0;0.0;0.0
v66(e-,)cr66;6.249572315819183e+30;18.2747;v66;cr66;3.62369;0.0;0.0;0.0;0.0;0.0;0.0
v67(e-,)cr67;1.2981383975995854e+31;16.5349;v67;cr67;4.46985;0.0;0.0;0.0;0.0;0.0;0.0
cr41(,e+)v41;2.0123839811567016e+31;18.59;cr41;v41;4.30053;0.0;0.0;0.0;0.0;0.0;0.0
cr42(,e+)v42;5.888862894235165e+29;14.075;cr42;v42;1.07107;0.0;0.0;0.0;0.0;0.0;0.0
cr43(,e+)v43;8.960367147431508e+29;16.086;cr43;v43;1.38057;0.0;0.0;0.0;0.0;0.0;0.0
cr44(,e+)v44;2.0924033140834822e+30;10.973;cr44;v44;2.63388;0.0;0.0;0.0;0.0;0.0;0.0
cr45(,e+)v45;1.2471833419575629e+30;12.476;cr45;v45;2.01042;0.0;0.0;0.0;0.0;0.0;0.0
cr46(,e+)v46;2.6546963131083028e+29;7.601;cr46;v46;0.980561;0.0;0.0;0.0;0.0;0.0;0.0
cr47(,e+)v47;1.3238315844974324e+29;7.447;cr47;v47;0.326634;0.0;0.0;0.0;0.0;0.0;0.0
cr48(,e+)v48;1.8565344248855088e+23;1.655;cr48;v48;-11.6258;0.0;0.0;0.0;0.0;0.0;0.0
cr49(,e+)v49;8.822760057788091e+24;2.628;cr49;v49;-8.20643;0.0;0.0;0.0;0.0;0.0;0.0
cr51(,e+)v51;2.578125480933474e+21;0.752;cr51;v51;-15.0533;0.0;0.0;0.0;0.0;0.0;0.0
cr55(e-,)mn55;9.417511593304213e+25;2.603;cr55;mn55;-5.71362;0.0;0.0;0.0;0.0;0.0;0.0
cr56(e-,)mn56;3.4144561087430027e+25;1.629;cr56;mn56;-6.24144;0.0;0.0;0.0;0.0;0.0;0.0
cr57(e-,)mn57;1.723867574983384e+27;4.962;cr57;mn57;-3.41579;0.0;0.0;0.0;0.0;0.0;0.0
cr58(e-,)mn58;4.1093119487640476e+27;3.993;cr58;mn58;-2.31242;0.0;0.0;0.0;0.0;0.0;0.0
cr59(e-,)mn59;5.148344931598739e+28;7.634;cr59;mn59;-0.415303;0.0;0.0;0.0;0.0;0.0;0.0
cr60(e-,)mn60;9.185336120661415e+28;6.464;cr60;mn60;0.346837;0.0;0.0;0.0;0.0;0.0;0.0
cr61(e-,)mn61;2.6947192586134877e+29;9.562;cr61;mn61;1.04818;0.0;0.0;0.0;0.0;0.0;0.0
cr62(e-,)mn62;2.539942063709016e+29;7.766;cr62;mn62;1.21337;0.0;0.0;0.0;0.0;0.0;0.0
cr63(e-,)mn63;5.7849289451698875e+29;11.256;cr63;mn63;1.68143;0.0;0.0;0.0;0.0;0.0;0.0
cr64(e-,)mn64;1.511056320183074e+30;9.725;cr64;mn64;2.80357;0.0;0.0;0.0;0.0;0.0;0.0
cr65(e-,)mn65;3.0265915483002215e+30;13.19;cr65;mn65;3.20904;0.0;0.0;0.0;0.0;0.0;0.0
cr66(e-,)mn66;3.413931550249806e+30;12.41;cr66;mn66;3.40575;0.0;0.0;0.0;0.0;0.0;0.0
cr67(e-,)mn67;2.974383353696811e+29;13.8979;cr67;mn67;0.86724;0.0;0.0;0.0;0.0;0.0;0.0
cr68(e-,)mn68;2.765129924486609e+29;12.1542;cr68;mn68;0.94323;0.0;0.0;0.0;0.0;0.0;0.0
cr69(e-,)mn69;6.060909740641022e+29;15.6219;cr69;mn69;1.4917;0.0;0.0;0.0;0.0;0.0;0.0
cr70(,e-)mn70;0.0;0.0;cr70;mn70;3.4526;0.0;0.0;0.0;0.0;0.0;0.0
mn43(,e+)cr43;1.3710543880166647e+31;18.51;mn43;cr43;3.96863;0.0;0.0;0.0;0.0;0.0;0.0
mn44(,e+)cr44;1.4356134023497786e+31;20.13;mn44;cr44;3.95348;0.0;0.0;0.0;0.0;0.0;0.0
mn45(,e+)cr45;7.727569639474901e+30;15.16;mn45;cr45;3.63982;0.0;0.0;0.0;0.0;0.0;0.0
mn46(,e+)cr46;1.888267272513278e+30;17.513;mn46;cr46;2.10821;0.0;0.0;0.0;0.0;0.0;0.0
mn47(,e+)cr47;1.2203996206743911e+30;12.295;mn47;cr47;2.04676;0.0;0.0;0.0;0.0;0.0;0.0
mn48(,e+)cr48;7.413322850917917e+29;13.498;mn48;cr48;1.47584;0.0;0.0;0.0;0.0;0.0;0.0
mn49(,e+)cr49;1.7225819941203746e+29;7.718;mn49;cr49;0.595822;0.0;0.0;0.0;0.0;0.0;0.0
mn50(,e+)cr50;2.254083380610751e+29;7.634;mn50;cr50;0.895796;0.0;0.0;0.0;0.0;0.0;0.0
mn51(,e+)cr51;9.488555184466999e+24;3.208;mn51;cr51;-8.29312;0.0;0.0;0.0;0.0;0.0;0.0
mn52(,e+)cr52;7.839340180004334e+22;4.712;mn52;cr52;-13.4543;0.0;0.0;0.0;0.0;0.0;0.0
mn53(,e+)cr53;39824856595733.836;0.596;mn53;cr53;-32.7682;0.0;0.0;0.0;0.0;0.0;0.0
mn54(,e+)cr54;3.946530922987106e+20;1.377;mn54;cr54;-17.4779;0.0;0.0;0.0;0.0;0.0;0.0
mn54(e-,)fe54;579311657698212.1;0.697;mn54;fe54;-30.2287;0.0;0.0;0.0;0.0;0.0;0.0
mn56(e-,)fe56;2.971982822713915e+24;3.696;mn56;fe56;-9.50213;0.0;0.0;0.0;0.0;0.0;0.0
mn57(e-,)fe57;2.31351568050538e+26;2.695;mn57;fe57;-4.81386;0.0;0.0;0.0;0.0;0.0;0.0
mn58(e-,)fe58;1.5194143172260112e+28;6.327;mn58;fe58;-1.46512;0.0;0.0;0.0;0.0;0.0;0.0
mn59(e-,)fe59;7.929221690413255e+27;5.139;mn59;fe59;-1.89039;0.0;0.0;0.0;0.0;0.0;0.0
mn60(e-,)fe60;2.1002869191370816e+29;8.445;mn60;fe60;0.906453;0.0;0.0;0.0;0.0;0.0;0.0
mn61(e-,)fe61;7.3378835243703185e+28;7.178;mn61;fe61;0.0339646;0.0;0.0;0.0;0.0;0.0;0.0
mn62(,e-)fe62;0.0;0.0;mn62;fe62;0.0324732;0.0;0.0;0.0;0.0;0.0;0.0
mn63(e-,)fe63;2.1096409706526473e+29;8.749;mn63;fe63;0.924471;0.0;0.0;0.0;0.0;0.0;0.0
mn64(e-,)fe64;5.820986071215539e+29;11.98;mn64;fe64;1.64095;0.0;0.0;0.0;0.0;0.0;0.0
mn65(e-,)fe65;7.84463810214716e+29;10.254;mn65;fe65;2.11043;0.0;0.0;0.0;0.0;0.0;0.0
mn66(e-,)fe66;1.2965311291806152e+30;13.317;mn66;fe66;2.36685;0.0;0.0;0.0;0.0;0.0;0.0
mn67(e-,)fe67;1.4133339991970383e+30;12.848;mn67;fe67;2.50406;0.0;0.0;0.0;0.0;0.0;0.0
mn68(e-,)fe68;3.328195013055943e+30;15.174;mn68;fe68;3.20904;0.0;0.0;0.0;0.0;0.0;0.0
mn69(e-,)fe69;4.7134937235001627e+30;14.019;mn69;fe69;3.65087;0.0;0.0;0.0;0.0;0.0;0.0
mn70(e-,)fe70;5.3910097092832165e+29;16.5395;mn70;fe70;1.33172;0.0;0.0;0.0;0.0;0.0;0.0
mn71(e-,)fe71;3.388826742079797e+29;14.6918;mn71;fe71;1.00018;0.0;0.0;0.0;0.0;0.0;0.0
mn72(e-,)fe72;8.761290994948083e+29;17.98;mn72;fe72;1.76214;0.0;0.0;0.0;0.0;0.0;0.0
mn73(e-,)fe73;4.960822454329795e+29;16.1689;mn73;fe73;1.3134;0.0;0.0;0.0;0.0;0.0;0.0
fe45(,e+)mn45;9.27631128940666e+28;18.907;fe45;mn45;-1.00309;0.0;0.0;0.0;0.0;0.0;0.0
fe46(,e+)mn46;1.8904227343656268e+30;12.715;fe46;mn46;2.42983;0.0;0.0;0.0;0.0;0.0;0.0
fe47(,e+)mn47;7.36290887451916e+29;15.649;fe47;mn47;1.30059;0.0;0.0;0.0;0.0;0.0;0.0
fe48(,e+)mn48;1.8029681669735822e+30;11.163;fe48;mn48;2.55477;0.0;0.0;0.0;0.0;0.0;0.0
fe49(,e+)mn49;7.295724796217383e+29;12.79;fe49;mn49;1.53446;0.0;0.0;0.0;0.0;0.0;0.0
fe50(,e+)mn50;4.387008823249718e+29;8.139;fe50;mn50;1.49782;0.0;0.0;0.0;0.0;0.0;0.0
fe51(,e+)mn51;2.1545508353279082e+29;8.022;fe51;mn51;0.820931;0.0;0.0;0.0;0.0;0.0;0.0
